"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1140108469","Штуцер","А","2",""
"2","1140101475","Прямоугольный композитный 
штуцер","А","2",""
"3","1040004521","Болт","А","4","JB/T5783-2000"
"4","1040301510","Шайба","А","4","JB/T93-1987"
"5","1040301515","Шайба","А","4","GB/T97.1-2002"
"6","1010305985","Двойной уравнительный клапан с 2 
диафрагмами","А","1",""
