"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1040004519","Болт","А","4","JB/T5783-2000"
"2","1040301510","Шайба","А","4","JB/T93-1987"
"3","1040301515","Шайба","А","8","GB/T97.1-2002"
"4","1040201089","Гайка","А","4","JB/T6170-2000"
"5","1140101477","Прямоугольный композитный 
штуцер","А","1",""
"6","1140101463","Прямой соединитель","А","1",""
"7","1010003311","Аварийный насос","B","1",""
"8","1060300279","Прямой соединитель","А","1",""
"9","1140101475","Прямоугольный композитный 
штуцер","А","1",""
