"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"30","1040300771","Шайба","А","53","GB/T97.1-2002"
"32","1040006017","Винт","B","37","GB/T70.1-2000"
"43","1100700163","Дверная ручка","А","6","26983--09"
"58","02554601100800001","Сварка право-заднего капота","А","1",""
"59","02554601100400000","Сварка право-переднего капота","А","1",""
"60","02554601101400000","Сварка право-переднего капота II","C","1",""
