"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"4","1021404015","Датчик угла наклона","C","1","MSS-530"
"8","1029904911","Пружинящая шайба","А","6","GB93-304"
"18","1040102751","Винт","А","3","GB/T70.1-2000"
