"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1019808913","Фильтрующий элемент","А","1",""
"2","1081000472","О-образное кольцо","А","1",""
"3","1081004319","О-образное кольцо","А","1",""
