"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"4","1020304982","Зуммер","B","1","GFB-202-G"
"12","1040201865","Гайка","А","2","JB/T6170-2000"
"13","1040301610","Шайба","А","4","JB/T93-1987"
"14","1040300735","Шайба","А","2","GB/T96.1-2002"
"15","1040100105","Винт","B","4","GB/T70.1-2000"
