"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1019831136","Электродвигатель постоянного тока","А","1",""
"2","1019831137","Шестеренчатый насос с косыми 
зубьями CBKLH","А","1",""
