"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","02554600310400001","Сварной элемент стрелы второй 
секции","А","1",""
"2","02554600312210000","Гидроцилиндр выдвижения-
втягивания","А","1",""
"3","02554600311200001","Сварная деталь стрелы шестой 
секции","А","1",""
"4","02554600311000001","Сварная деталь стрелы пятой 
секции","А","1",""
"5","02554600310800001","Сварная деталь стрелы четвертой 
секции","А","1",""
"6","02554600310600001","Сварной элемент стрелы третьей 
секции","А","1",""
"7","02554600310200001","Сварной элемент стрелы первой 
секции","А","1",""
