"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1040200504","Гайка","А","4","GB/T889.1-2000"
"2","1040004508","Болт","А","4","JB/T5783-2000"
"3","1040302512","Шайба","А","8","GB/T96.1-2002"
"4","00772700100001020","Каучуковая прокладка","B","2",""
"5","1040004653","Болт","А","8","JB/T5783-2000"
"6","1040301511","Шайба","А","3","GB/T97.1-2002"
"7","1040201111","Гайка","А","1","JB/T889-1986"
"8","00771400100401081","Болт собственного производства","B","1",""
"9","1040006525","Болт","А","8","QC/T340-1999"
