"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"36","1040004637","Болт","А","4","JB/T5787-2000"
"37","00772707100601160","Изогнутая пластинка Ⅳ","B","1",""
"38","00772707100601180","Планка Ⅱ","А","1",""
"39","1040004518","Болт","А","2","JB/T5783-2000"
"40","00772707100601170","Планка I","А","1",""
"41","1040004520","Болт","А","9","JB/T5783-2000"
