"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"4","1029907518","Проводящее контактное кольцо","А","1","XC025-10-EN"
"7","1040302410","Шайба","А","4","GB/T97.1-2002"
"8","1040302289","Пружинная шайба","А","4","JB/T93-1987"
"9","1040103785","Винт","А","4","GB/T70.1-2000"
