"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1140101475","Прямоугольный композитный 
штуцер","А","2",""
"2","1140111237","Прямой соединитель","А","2",""
"3","1140101463","Прямой соединитель","А","4",""
"4","1040102738","Винт","А","8","GB/T70.1-2000"
"5","1040301510","Шайба","А","8","JB/T93-1987"
"6","1010305715","Уравнительный клапан двигателя 
OMP-OMR (двойной)","А","2",""
