"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","00772101000001020","Каучуковая прокладка","B","1",""
"2","1040302513","Шайба","А","7","GB/T96.1-2002"
"3","1040006015","Болт","А","4","JB/T5783-2016"
"4","1040201382","Гайка","А","2","JB/T6170-2000"
"5","00771401000001050","Опора предупредительной лампы","B","1",""
"6","1040301505","Шайба","А","1","JB/T93-1987"
"7","1040004570","Болт","А","1","JB/T5783-2016"
"8","02554601000200001","Противовес","А","1",""
