"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"148","1040002434","Болт","А","4","JB/T5783-2016"
"149","02554000200801150","Накладка каната втягивающей 
стрелы","А","2",""
"150","02554000200810000","Гидроцилиндр выдвижения-
втягивания","А","1",""
"151","1040201382","Гайка","А","4","JB/T6170-2000"
"152","1040302492","Шайба","B","4","GB/T97.1-2002"
"153","02554000200870000","Осеп шкива втягивающей стрелы","А","2",""
"154","1040200161","Гайка","А","4","JB/T889-1986"
"155","00771400300890001","Левый нажимной блок","B","1",""
