"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"31","1040002262","Болт M12×55-10.9","B","4","GB/T5783-2000"
"32","1040200170","Гайка M12-8","A","4","GB/T889-1986"
"33","00771407100601170","Прокладочная пластина","A","6",""
"34","00772507100601140","Гнутая пластина II","B","1",""
"35","1000300963","Радиатор в сборе","B","1",""
"36","1040004519","Болт M8×25-8.8","A","11","GB/T5783-2000"
"37","1040002435","Болт M10×35-8.8","A","4","GB/T5783-2016"
"38","00772507100601190","Пластина III","A","1",""
