"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"3","1020202285","Датчик веса","А","1","SLB625D"
"14","1040006458","Усиленный бол с полукруглой 
головкой квадратным диаметром","А","1",""
"15","1040201381","Гайка","А","1",""
"16","1040007514","Болт","А","2",""
"17","1040302490","Шайба","B","4",""
