"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"27","1020103903","Контроллер","B","1","RC28-14/30"
"28","1022200684","Розетка ITT","А","1","192900--0431"
"29","1029900397","Штепсель ITT","А","2","192900--0072"
"30","1021904035","Крепежный кабельный ввод","А","1","HSK-M16B"
"31","1020305634","Реле","А","3","897H-1AH-D1S-R1"
"32","1029911996","Треминал GPS","А","1","ZBox 2C-NGB"
