"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1010307657","Клапан управления платформой","А","1",""
"2","1140101464","Прямой соединитель","А","1",""
"3","1140101462","Прямой соединитель","А","1",""
"4","1140111237","Прямой соединитель","А","4",""
"5","1140103265","Внутренняя шестигранная заглушка","А","2",""
"6","1040102523","Винт","А","4","GB/T70.2-2000"
"7","1040301502","Шайба","А","4","JB/T93-1987"
"8","1040302489","Шайба","B","4","GB/T97.1-2002"
