"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"7","02554605201800000","Гидравлический бак","А","1",""
"8","02554605200401000","Сборка узлов главного клапана","А","1",""
"9","02554605200406000","Сборка узлов аварийного насоса","А","1",""
"10","02554605200408000","Сборка узлов балансировочного 
клапана изменения вылета","А","1",""
