"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1040004517","Болт","А","4","JB/T5783-2000"
"2","1040301510","Шайба","А","4","JB/T93-1987"
"3","1040301515","Шайба","А","4","GB/T97.1-2002"
"4","1140101464","Прямой соединитель","А","2",""
"5","1010601138","Фильтр высокого давления","А","1",""
"6","1140101478","Прямоугольный композитный 
штуцер","А","1",""
