"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"15","1040005831","Болт","А","32","JB/T5789-1986"
"60","1040004604","Болт","А","2","JB/T16674-2004"
"61","02554002800001110","Подкладка","А","2",""
"62","02554602820001100","Триггерная планка путевого 
выключателя","А","1",""
"63","00772702800001150","Уплотнительная пластина I","B","2",""
"64","02554602820200000","Сварная деталь рамы","B","1",""
