"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"9","1020404399","Лампа предупреждения","B","1","JD90A-H03Y012"
"10","1040102751","Винт","А","5","GB/T70.1-2000"
"11","1029904911","Пружинящая шайба","А","5","GB93-304"
"49","1040300514","Шайба","А","2","GB/T97.1-2002"
