"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1000401180","Топливный фильтр грубой очистки","А","1",""
"2","1000401296","Фильтрующий элемент топливного 
фильтра грубой очистки","А","1",""
