"Item","Part No.","Description","Qty."
"29","10021581","Cover 1","1"
"30","","Right outrigger cylinder assembly (refer to 403.1)","1"
"31","10012155","Bubble level mount plate (option)","1"
"32","10004271","Rubber pad (option)","1"
"33","10004259","Bubble level (option)","1"
"34","00000817","Screw  GB/T 70.1  M5×20 (option)","3"
"35","10012156","Spacer sleeve (option)","3"
"36","10012157","Bubble level cover (option)","1"
"37","00002508","Bolt  GB/T 5783  M10×60 (option)","3"
"38","00000623","Nut  GB/T 6182  M10 (option)","3"
