"Item","Part No.","Description","Qty."
"24","09440007","Decal, Caution-Max. manual force 400N","2"
"25","09440075","Decal, Label-Capacity 680kg (JCPT1523RTL)","2"
"","09440369","Decal, Label-Capacity 680kg (JCPT1823RTL)","2"
"26","09640296","Decal, Cosmetic-JCPT1523RTL (JCPT1523RTL)","2"
"","09640297","Decal, Cosmetic-JCPT1823RTL (JCPT1823RTL)","2"
"27","09410005","Decal, Danger-Do not alter or disable limit switch","2"
"28","09410073","Decal, Caution-Restricting access compartment","1"
"29","09410186","Decal, Symbols-High temperature","1"
"30","09410136","Decal, Notice-Main power switch operation","2"
"31","09410071","Decal, Warning-Injection hazard","1"
"32","09410001","Decal, Danger-Explosion/burn hazard","1"
