"№ п/п","Код материалов","Наименование и спецификация","Кол-во","Примечание"
"61","00773700400001270","Защитная планка I","2",""
"62","00773700401000001  Нижняя стойка","","1",""
"63","1040002445","Болт M16×35-8.8","2","GB/T5783"
"64","00773700400001020  Шкворень II","","2",""
"65","00773700401200000","Тяга синхронизации","2",""
"66","00773700400001560","Трубный хомут","1",""
