"Item","Part No.","Description","Qty."
"1","10005918","Jib cylinder","1"
"2","00007393","Pressure sensor","1"
"3","00002921","Straight fitting","1"
"4","00003135","Screw  GB/T 70.1  M8×70","2"
"5","00000609","Washer  GB/T 93  8","2"
"6","00009623","Valve body","1"
"7","00010508","Solenoid valve spool","1"
"8","00010509","Coil","1"
"9","00003017","Nut","1"
"10","10001458","Handle","1"
"11","00005177","Seal kit","1"
"12","00001706","O-ring    As568A 10.77×2.62","1"
"13","00009797","Orifice  Φ1.0","1"
