"Item","Part No.","Description","Qty."
"1","09340026","Decal, Symbols-Refer the operator to the instructions for 
use","2"
"2","09440089","Decal, Label-Lanyard anchorage point","4"
"3","09440212","Decal, Warning-Crushing hazard","2"
"4","09340070","Decal, Symbols-Non operating hand position","1"
"5","09440095","Decal, Symbols-General safety rules","2"
"6","09440097","Decal, Label-Capacity 200kg","1"
"7","09440096","Decal, Symbols-Tip-over hazard, tilt-alarm","1"
"8","09430017","Decal, Symbols-Do not alter or disable limit switch","2"
"9","09920027","Decal, Label-AMWP11.5-8200AC","1"
"10","09410050","Decal, Symbols-Injection hazard","1"
"11","09320005","Decal, Symbols-Emergency operating instructions","1"
"12","09310068","Decal, Instructions-Forklift pockets","4"
"13","09310166","Decal, Instructions-Maximum wheel load 1600kg","4"
"14","09910147","Decal, Label-AMWP11.5-8200AC","1"
"15","09310232","Decal, Instructions-White arrow","2"
"16","09310003","Decal, Instructions-Tie down point","4"
"17","09310002","Decal, Instructions-Lift point","4"
"18","09410052","Decal, Warning-Do not stepping","3"
"19","09310230","Decal, Instructions-Directional arrows","1"
"20","09310067","Decal, Symbols-Emergency lower","1"
"21","09310078","Decal, Symbols-Main power switch operation","1"
"22","09420015","Decal, Symbols-Do not stand","1"
"23","09420016","Decal, Symbols-Crushing hazard","1"
"24","09310592","Decal, Symbols-Battery charging instructions","1"
"25","09920026","Decal, Label-AMWP11.5-8200AC","1"
"26","09540001","Decal, Label-CE","1"
"27","09410248","Decal, Symbols-Slope rating","1"
"28","09910148","Decal, Label-AMWP11.5-8200AC","1"
