"Item","Part No.","Description","Qty."
"1","00009552","CT1 harness","1"
"2","00009553","CT2 harness","1"
"3","00009858","Battery series harness 1","1"
"4","00009859","Battery series harness 2","1"
"5","00009860","Power harness","1"
"6","00009698","Power harness","1"
"7","00009699","Power harness","1"
"8","00007878","Power harness","1"
"9","00009556","Power harness","1"
"10","00009558","Left drive motor harness","1"
"11","00009559","Right drive motor harness","1"
"12","00009861","Power harness","1"
"13","00009862","Power harness","1"
"14","00009663","Pothole switchand potentiometerharness","1"
"15","00009864","Spring harness","1"
"16","00009664","CT3 harness","1"
