"Item","Part No.","Description","Qty."
"1","10020478","Platform weldment","1"
"2","00009697","Platform control box assembly (refer to 405.1)","1"
"3","00001060","Screw  GB/T 818  M6×12 - H","4"
"4","10006258","Platform deck plate","1"
"5","00001991","Rivet  GB/T 12618.4  4.8×16","14"
"6","10001255","Latch handle","1"
"7","00002574","Nut  GB/T 6183.1  M6","1"
"8","10002379","Spring","1"
"9","00002585","Bolt  GB/T 16674  M6×45","1"
"10","10020535","Door","1"
"11","10000302","Hinge B","1"
"12","10000299","Hinge A","1"
"13","00000620","Washer  GB/T 97.1  6","12"
"14","00000621","Washer  GB/T 93  6","12"
"15","00000818","Bolt  GB/T 5783  M6×16","12"
