"Item","Part Number","Description","Qty.","Remark"
"15","09910126","Decal, Label-22m","1","2WS,"
"","09910107","Decal, Label-20m","1","2WS"
"","09910108","Decal, Label-18m","1","2WS"
"","09910109","Decal, Label-16m","1","2WS"
"","09910143","Decal, Label-22m","1","4WS"
"","09910144","Decal, Label-20m","1","4WS"
"","09910145","Decal, Label-18m","1","4WS"
"","09910146","Decal, Label-16m","1","4WS"
"16","09310355","Decal, Symbols-Battery charging 
instructions","1","(Standard)"
"","09310493","Decal, Symbols-Battery charging 
instructions","1","(Optional)"
"17","09310078","Decal, Symbols-Main power switch 
operation","1",""
"18","09410139","Decal, Symbols-Injection hazard","1",""
"19","09310252","Decal, Instructions-Hydraulic","1",""
"20","09340070","Decal, Symbols-Non operating hand 
position","4",""
"21","09440212","Decal, Warning-Crushing hazard","3",""
"22","09340041","Decal, Label-Lanyard anchorage point","4",""
"23","09440332","Decal, Danger-Axle release hazard","1",""
"24","09140040","Decal, Platform control panel","1",""
"25","09140037","Decal, Platform control panel","1",""
"26","09140041","Decal, Platform control panel","1",""
"27","09140038","Decal, Platform control panel","1",""
"28","09140039","Decal, Platform control panel","1",""
"29","09140042","Decal, Platform control panel","1",""
"30","09440768","Decal, Instructions-Work area","1","BA22CERT2 
(Standard)"
"","09440769","Decal, Instructions-Work area","1","BA20CERT2 
(Standard)"
