"Item","Part Number","Description","Qty.","Remark"
"30","00001504","Fitting, Straight","1",""
"31","00001115","Plug","1",""
"32","00001726","Fitting, Straight","3",""
"33","50008460","Hose Assembly","1",""
"34","00006489","Fitting, 45°","2",""
"35","00001114","Plug","3",""
"36","92048842","Fitting, Straight，Customized","2",""
"37","00001242","Fitting, Tee","1",""
"38","00003844","Fitting, Straight","1",""
"39","00010258","Fitting, Straight","1",""
"40","50008462","Hose Assembly","1",""
"41","00001747","Fitting, Straight","1",""
"42","50003990","Hose Assembly","1",""
"43","50008457","Hose Assembly","1",""
"44","50008456","Hose Assembly","1",""
"45","00001270","Fitting, Straight","1",""
"46","00010483","SAE Flange Fitting","2",""
"--","00008672","Flat，Flang","4",""
"--","00000814","Flat Washer","8",""
"--","00000815","Spring Washer","8",""
"--","00002046","Bolt","8",""
"47","50008459","Hose Assembly","1",""
"--","90003624","Flat，Flang","2",""
"--","00000814","Flat Washer","4",""
"--","00000815","Spring Washer","4",""
"--","00001055","Bolt","4",""
"48","50008458","Hose Assembly","1",""
"--","90003624","Flat，Flang","2",""
"--","00000814","Flat Washer","4",""
