"Item","Part Number","Description","Qty.","Remark"
"1","00001291","Fitting, Straight","6",""
"2","50008480","Hose Assembly","2","BA22CRT 
BA20CRT 
BA18CRT"
"","50008482","Hose Assembly","2","BA16CRT"
"3","00001500","Fitting, Straight","10",""
"4","50008481","Hose Assembly","2","BA22CRT 
BA20CRT 
BA18CRT"
"","50008653","Hose Assembly","2","BA16CRT"
"5","00001292","Fitting, Straight","2",""
"6","00001833","Fitting, 90°","4",""
"7","50008482","Hose Assembly","2",""
"","50008654","Hose Assembly","2",""
"8","00002921","Fitting, Straight","2",""
"9","50008926","Hose Assembly","2","BA22CRT"
"","50008620","Hose Assembly","2","BA20CRT"
"","50008630","Hose Assembly","2","BA18CRT"
"","50008644","Hose Assembly","2","BA16CRT"
"10","00002135","Fitting, Bulkhead, Straight","2",""
"11","50008483","Hose Assembly","2","BA22CRT 
BA20CRT 
BA18CRT"
"","50008655","Hose Assembly","2","BA16CRT"
"12","00001313","Fitting, Straight","2",""
"13","50008474","Hose Assembly","1",""
"14","50008925","Hose Assembly","1","BA22CRT"
"","50008605","Hose Assembly","1","BA20CRT"
"","50008626","Hose Assembly","1","BA18CRT"
"","50008641","Hose Assembly","1","BA16CRT"
"15","00002136","Fitting, Bulkhead, Straight","3",""
"16","50008486","Hose Assembly","1","BA22CRT"
