"Item","Part Number","Description","Qty.","Remark"
"13","09310253","Decal, Instructions-Diesel","1",""
"14","09410156","Decal, Caution-Ultra low sulfur diesel fuel 
only","1",""
"15","09310252","Decal, Instructions-Hydraulic","1",""
"16","09410118","Decal, Symbols-Hand crushing hazard","3",""
"17","09310250","Decal, Instructions-White arrow reverse","1",""
"18","09410186","Decal, Symbols-High temperature","2",""
"19","09910111","Decal, Label-Cosmetic","1",""
"20","09310370","Decal, Instructions-Engine","1",""
"21","09410248","Decal, Symbols-Slope rating","1",""
"","09410249","Decal, Symbols-Slope rating","1",""
"22","09410120","Decal, Symbols-Cutting hazard","1",""
"23","09310369","Decal, Notice-Filling antifreeze coolant 
notice","1",""
"24","09310368","Decal, Instructions-Antifreeze coolant","1",""
"25","09410123","Decal, Symbols-Pressurized liquids","1",""
"26","09310254","Decal, Instructions-Air filter","1",""
"27","09310365","Decal,Symbols-Main power switch 
operation","1",""
"28","09410122","Decal, Symbols-Entangled hazard","1",""
"29","09340070","Decal, Symbols-Non operating hand 
position","4",""
"30","09440212","Decal, Warning-Crushing hazard","3",""
"31","09340041","Decal, Label-Lanyard anchorage point","4",""
"32","09440332","Decal, Danger-Axle release hazard","1",""
"33","09140040","Decal, Platform control panel","1",""
"34","09140037","Decal, Platform control panel","1",""
"35","09140041","Decal, Platform control panel","1",""
"36","09140038","Decal, Platform control panel","1",""
"37","09140039","Decal, Platform control panel","1",""
"38","09140042","Decal, Platform control panel","1",""
