"Item","Part No.","Description","Qty."
"1","00011183","Valve body","1"
"2","00001073","Plug  VSTI14×1.5ED","1"
"3","00010528","Relief valve (RV5)","1"
"4","00003999","Flow control valve (FC2)","1"
"5","00010534","Relief valve (RV3)","1"
"6","00010531","Relief valve (RV1)","1"
"7","00001075","Plug  VSTI18×1.5ED","1"
"8","00004017","Plug 
(CP1)","1"
"9","00010530","Relief valve (RV2)","1"
"10","10000404","Check valve (CV1, CV2)","2"
"11","00002997","Plug  SAE3","13"
"12","00004383","Plug  SAE5","6"
"13","00002999","Plug  SAE2","12"
"14","00003361","Plug  SAE6","8"
"15","00003578","Orifice  Φ0.8","1"
"16","00004550","Solenoid valve spool (SV4, SV5, SV7, SV8)","4"
"17","00003017","Nut","6"
"18","00004091","Coil","7"
"19","00007037","Proportional valve (PV1)","1"
"20","00006732","Coil","1"
"21","00004003","Nut","1"
"22","00004016","Plug 
(CP2)","1"
"23","00012504","Solenoid valve (SV9)","1"
"24","00012505","Solenoid valve (SV11)","1"
"25","00011182","Relief valve (RV4)","1"
"26","00003996","Solenoid valve spool (SV10)","1"
"27","00006762","Coil","2"
"28","00010532","Solenoid valve spool (SV1)","1"
"29","00009641","Coil","1"
