"Item","Part No.","Description","Qty."
"18","00000621","Washer  GB/T 93  6","2"
"19","00000620","Washer  GB/T 97.1  6","2"
"20","10000431","Valve cover","1"
"21","10000462","Nut","1"
"22","10000464","Fitting","1"
"23","00002519","Washer  BS/A 13.74","2"
"24","10000465","Fitting","1"
"25","00003026","Seal kit (JCPT0808HA/AC, JCPT0812HA/AC, 
JCPT1008HA/AC, JCPT1012HA/AC, JCPT1212HA/AC, 
JCPT1412HA/AC)","1"
"","00004635","Seal kit (JCPT1612HA/AC, JCPT1614HA/AC)","1"
"","00004829","Seal kit (JCPT1612HAS/ACS)","1"
