"Item","Part No.","Description","Qty."
"22","00005174","Screw  GB/T 70.1  M12×85","8"
"23","00002009","Hydraulic motor (JCPT0808HA, JCPT0812HA, 
JCPT1008HA, JCPT1012HA)","2"
"","00000533","Hydraulic motor (JCPT1212HA, JCPT1412HA, 
JCPT1612HA, JCPT1612HAS, JCPT1614HA)","2"
"24","00001771","Straight fitting","4"
"25","00005279","Cotter pin  GB/T 91  4×70","2"
"26","10014536","Steer yoke weldment","1"
"27","00002576","Nut  GB/T 6183.1  M12","8"
"28","10000486","Wheel","2"
"29","00002875","Bolt  QC/T 340  M8×20","2"
"30","00002572","Nut  GB/T 6183.1  M10","1"
"31","10007359","Hose clamp support","1"
"32","00001033","Nut  GB/T 6182  M6","6"
"33","10007360","Hose clamp","6"
"34","00000774","Screw  GB/T 70.1  M6×20","6"
"35","10007362","Bolt","1"
