"Item","Part No.","Description","Qty."
"22","10000672","Pothole link plate (JCPT0808HA/AC, JCPT1008HA/AC)","2"
"","10000570","Pothole link plate (JCPT0812HA/AC, JCPT1012HA/AC, 
JCPT1212HA/AC)","2"
"","10000799","Pothole link plate (JCPT1412HA/AC,JCPT1612HAS/ACS)","2"
"","10000847","Pothole link plate (JCPT1612HA/AC, JCPT1614HA/AC)","2"
"23","00000356","8812-202309  Bearing","4"
"24","10000038","Gas shock","2"
"25","10000574","Pin","2"
"26","00001039","Screw  GB/T 78  M5×10","2"
"27","10000572","Pin","2"
"28","10000584","Linkage weldment (JCPT0808HA/AC, JCPT0812HA/AC, 
JCPT1008HA/AC, JCPT1012HA/AC, JCPT1212HA/AC, 
JCPT1412HA/AC , JCPT1612HA/AC, 
JCPT1612HAS/ACS)","1"
"","10000868","Linkage weldment(JCPT1614HA/AC)","1"
"29","10000571","Roller","2"
"30","00002873","Bolt  QC/T 340  M10×20","8"
"31","10000673","Pothole guide (JCPT0808HA/AC, JCPT1008HA/AC)","1"
"","10000588","Pothole guide (JCPT0812HA/AC, JCPT1012HA/AC, 
JCPT1212HA/AC, JCPT1412HA/AC, JCPT1612HA/AC, 
JCPT1612HAS/ACS, JCPT1614HA/AC)","2"
"32","00000390","8812-323645  Bearing","4"
"33","10000633","Pothole hole pusher assembly (JCPT0808HA/AC, 
JCPT0812HA/AC, JCPT1008HA/AC, JCPT1012HA/AC, 
JCPT1212HA/AC, JCPT1412HA/AC, JCPT1612HAS/ACS)","2"
"","10000958","Pothole hole pusher assembly (JCPT1612HA/AC, 
JCPT1614HA/AC)","2"
"34","10000491","Lock clasp","1"
