"Item","Part No.","Description","Qty."
"24","09640015","Decal, Cosmetic-JCPT1218RT (JCPT1218RT)","2"
"","09640016","Decal, Cosmetic-JCPT1418RT (JCPT1418RT)","2"
"25","09410051","Decal, Symbols-Do not alter or disable limit switch","1"
"26","09310078","Decal, Symbols-Main power switch operation","1"
"27","09410048","Decal, Symbols-Explosion/burn hazard","1"
"28","09410044","Decal, Symbols-Burn hazard (under the cover)","1"
"29","09910005","Decal, Label-Cosmetic","1"
"30","09310073","Decal, Instructions-Hydraulic oil","1"
"31","09310053","Decal, Instructions-Lowest hydraulic oil level","1"
"32","09310052","Decal, Instructions-Highest hydraulic oil level","1"
