"Item","Part No.","Description","Qty."
"1","10002420","Platform slider","2"
"2","00000623","Nut  GB/T 6182  M10","12"
"3","00001027","Bolt  GB/T 5782  M10×80","12"
"4","00000567","898-38.1×224  Pin","4"
"5","00000438","8813-38.1×44.45×31.75  Bearing","24"
"6","10002447","Spacer sleeve 2","4"
"7","10000254","Washer","12"
"8","00000787","Circlips 
JB/ZQ 4342-38","12"
"9","00000444","8813-38.1×44.45×10  Bearing","4"
"10","10002446","Spacer sleeve 1","2"
"11","10001577","Platform pivot weldment","1"
"12","10019758","Outer arm 4","1"
"13","00002877","Bolt  QC/T 340  M10×35","2"
"14","10002449","Washer","2"
"15","10002609","Outer arm 3","1"
"--","10014921","Left single link 3","1"
"--","10014920","Right single link 3","1"
"16","10019766","Inner arm 3","1"
"17","10019741","Outer arm 2","1"
"--","10019743","Left single link 2","1"
"--","10019742","Right single link 2","1"
"18","10002604","Inner arm 2","1"
"19","","Lower lift cylinder assembly (without seal kit)   
(refer to 401.1)","1"
"20","10001632","Hose","1"
"21","10002603","Outer arm 1","1"
"22","10000446","Hose clamp assembly (refer to 204.1)","1"
"23","00000436","8813-38.1×44.45×14  Bearing","2"
"24","00001249","Nut  GB/T 6182  M12","6"
