"Item","Part No.","Description","Qty."
"1","10002837","Outrigger cylinder","1"
"2","00003613","Elbow","2"
"3","10002867","Retainer","1"
"4","00002555","Screw  GB/T 70.1  M8×25","4"
"5","00000609","Washer  GB/T 93  8","4"
"6","10002866","Outrigger footpad","1"
"7","00003621","Seal kit","1"
"8","00003281","Pilot-operated check valve","1"
"9","00003279","Valve body","1"
"10","00002558","Screw  GB/T 70.1  M8×50","4"
"11","00003280","Solenoid valve spool","1"
"12","00003287","Coil","1"
"13","00003017","Nut","1"
