"Item","Part No.","Description","Qty."
"1","00009031","Ground control box harness","1"
"2","00002977","Outrigger harness 3","1"
"3","00002975","Outrigger harness 1","1"
"4","00002984","Engine harness","1"
"5","00002976","Outrigger harness 2","1"
"6","00002985","Ground control box power harness","1"
"7","00002981","EV1 harness","1"
"8","00002982","EV2 harness","1"
"9","00002983","EV3 harness","1"
"10","00007965","Pressure harness","1"
"11","00007813","Engine positive harness","1"
"12","00007812","Engine negative harness","1"
"13","00007811","Battery negative harness","1"
"14","","Ground control box assembly (refer to 111.1)","1"
"15","00003287","Coil","4"
"16","00000750","Limit switch","4"
"17","00003549","Limit switch","4"
"18","00002212","Horn","1"
"19","00004438","Alarm","1"
"20","00003962","Tilt Sensor","1"
"21","10002785","Engine","1"
"22","00002203","Throttle solenoid","1"
"23","00002204","Solenoid module","1"
"24","00000748","Limit switch","1"
"25","00002354","Limit switch","2"
"26","00000655","Power switch","1"
"27","00004485","Battery","1"
"28","00004757","Beacon","2"
"29","00001874","Oil cooler","1"
