"Item","Part No.","Description","Qty."
"1","00004757","Beacon","1"
"","00004594","Beacon (revolving light) (with beacon cover 50000185)","1"
"2","00000774","Screw  GB/T 70.1  M6×20","3"
"3","00000620","Washer  GB/T 97.1  6","21"
"4","00001033","Nut  GB/T 6182  M6","15"
"5","00000678","Bolt  GB/T 5783  M10×25","4"
"6","00000679","Washer  GB/T 93  10","4"
"7","00001028","Washer  GB/T 96.1  10","8"
"8","10015991","Cover (option)","1"
"9","00002246","Bolt  GB/T 5783  M5×12 (option)","6"
"10","00000606","Washer  GB/T 93  5 (option)","7"
"11","00000605","Washer  GB/T 97.1  5 (option)","6"
"12","","Function manifold assembly (refer to 110.1)","1"
"13","00002601","Washer  GB/T 96.1  12","4"
"14","00000815","Washer  GB/T 93  12","4"
"15","00002059","Bolt  GB/T 5783  M12×30","4"
"16","10002636","Hydraulic tray weldment","1"
"17","00002000","Washer  GB/T 96.1  8","4"
"18","00001163","Nut  GB/T 6182  M8","4"
"19","10000064","Screw","6"
"20","10002643","Mudguard","2"
"21","10002644","Mudguard mount plate","2"
"22","","Ground control box assembly (refer to 111.1)","1"
"23","10000425","Hydraulic hoses manifolds (JCPT1418RT)","1"
"24","00000832","Screw  GB/T 70.3  M6×25 (JCPT1418RT)","2"
"25","10001554","Hose (JCPT1418RT) (to hydraulic tank)","1"
"26","10001156","Hose (JCPT1418RT) (to upper lift cylinder)","1"
"27","10000053","Hose (JCPT1418RT) (to lower lift cylinder)","1"
"28","00001986","Screw  GB/T 818  M6×16 - H","6"
