"Item","Part No.","Description","Qty."
"1","00003148","AC plug (China 220V)","1"
"","00003149","AC plug (USA 110V)","1"
"","00003151","AC plug (European 220V)","1"
"","00003150","AC plug (UK 220V)","1"
"","00002615","AC plug (UK 110V)","1"
"2","00002634","Circuit breaker (Option)","1"
"3","00003147","AC plug (Australia 220V)","1"
"4","10005291","Circuit breaker bracket","1"
"5","00004681","Wire cable, platform AC power (JCPT1218RT)","1"
"","00004682","Wire cable, platform AC power (JCPT1418RT)","1"
"6","00002617","AC socket (Australia)","1"
"","00002709","AC socket (European)","1"
"","00000668","AC socket (China/UK/USA)","1"
