"№ п/п","Код материалов","Наименование и 
спецификация","Кол-во","Примечание"
"41","00775800300001220","Ограничительный блок II","1",""
"42","1040300154","Стопорное кольцо 25","1","GB/T894.1-1986"
"43","1040200504","Гайка M10-8","16","GB/T889.1-2000"
"44","1040000114","Болт M10×25-8.8","6","GB/T5783-2000"
"45","1040300027","Шайба 10","2","GB/T96.1-2002"
"46","1040000068","Болт M10×50-8.8","1","GB/T5782-2000"
"47","1040000025","Болт M10×80-8.8","1","GB/T5782-2000"
"48","00775800300001150","Опора ограничительного 
датчика","1",""
