"№ п/п","Код материалов","Наименование и 
спецификация","Кол-во","Примечание"
"21","1040300051","Шайба 6","24","GB/T97.1-2002"
"22","00775802801001030","Монтажная панель 
концевого выключателя","4",""
"23","1040100127","Болт M6×12-8.8","16","GB/T70.1-2000"
"24","00775802801001020","Крышка","4",""
"25","1040006219","Болт M20×70-10.9S","4","GB/T1228-2006"
"26","1040006220","Болт M20×85-10.9S","32","GB/T1228-2006"
"27","1040302502","Шайба 20","36","GB/T1230-1991"
"28","1040202439","Гайка M24 -10","36","GB/T6177.1-2000"
"29","00775802800001010","Планка для установки 
опоры I","4",""
"30","00775802800001020","Планка для установки 
опоры II","4",""
