"№ п/п","Код материалов","Наименование и 
спецификация","Кол-во","Примечание"
"21","1040301697","Шайба 4","4","GB/T97.1-2002"
"22","1040300044","Шайба 4","4","GB/T93-1987"
"23","1029804041","Винт M10×25-4.8","4","GB/T70.1-2000"
"24","1040201860","Гайка M10","2","QC/T608-2011"
"25","00775802804000000","Монтажная планка 
контроллера","1",""
"26","00775606300201030","Прокладка переключателя 
с ключом","1",""
"27","1020520943","Переключатель с ключом","1",""
"28","1020502039","Кнопка аварийной 
остановки","1",""
