"№ п/п","Код материалов","Наименование и 
спецификация","Кол-во","Примечание"
"21","1999905631","Петля","1",""
"22","00775802800001380","Пластина","1",""
"23","1040201772","Гайка M4-A2-70","8","GB/T6170-2000"
"24","00771101103201020","Губка изоляции","1",""
"25","1109800044","Языковой замок","1",""
"26","00775802804200000","Левая крышка I","1",""
"27","1101000131","Замок панели","1",""
"28","1040101212","Винт M6×20-8.8","4","GB/T818-2000"
