"Item","Part Number","Description","Qty.","Remark"
"1","93000015","Spring Washer Ф8.2","6",""
"2","00001163","Nut  GB/T 6182  M8","6",""
"3","93300917","Space","1",""
"4","00003607","Bolt  GB/T 5783  M8 × 50","2",""
"5","00009813","Bolt  GB/T 14  M8×40","2",""
"6","50010806","Turntable Hood (Right Front)","1",""
"7","00012881","8821-3026 Sleeve Bearing","2",""
"8","00000837","Screw  GB/T 70.3  M8×16","3",""
"9","93000296","Shim","1",""
"10","93300919","Rubber Mounting","1",""
"11","00001055","Bolt  GB/T 5783  M12 × 40","2",""
"12","93000017","Spring Washer Ф12.4","2",""
"13","93200367","Pin","1",""
"14","00001057","Bolt  GB/T 5783  M16 × 45","1",""
"15","93305316","Spring Washer Ф16.4","1",""
"16","93000014","Spring Washer Ф6.1","8",""
"17","00001033","Nut  GB/T 6182  M6","2",""
"18","93300941","Support","1",""
"19","00000743","Bolt  GB/T 5783  M6 × 20","2",""
"20","93200514","Seal","2",""
"21","93300934","Lock","1",""
"22","93200513","Seal","2",""
"23","93300923","Housing","1",""
"24","93300938","Magnet","1",""
"25","93300935","Hinge","2",""
"26","00000745","Bolt  GB/T 5783  M6 × 12","4",""
"27","00002406","Bolt  GB/T 5783  M5 × 10","2",""
"28","93000013","Spring Washer Ф5.1","2",""
"29","00005736","Pin  GB/T 879.1  4 × 40","1",""
