"Item","Part Number","Description","Qty.","Remark"
"1","00009081","Chassis Harness","1",""
"2","00013322","Turntable Harness","1",""
"3","00009083","Engine Harness","1","EU  Ⅴ 
CHINA  Ⅳ"
"","00012921","Engine Harness","1","CHINA  Ⅲ"
"4","00010174","12V Battery Negative Shunt Harness","1",""
"5","00010173","12V Battery Positive Shunt Harness","1",""
"6","00010175","Power Switch Harness","1",""
"7","00010176","Fuse Harness","1",""
"8","00011309","Fuse Box Power Harness","1",""
"9","00011314","Preheat Contactor Harness","1",""
"10","00010178","Emergency Pump Contactor Harness 1","1",""
"11","00010179","Emergency Pump Contactor Harness 2","1",""
"12","00011313","Alternator Harness","1",""
"13","00010182","Emergency Pump Positive Harness 2","1",""
"14","00010181","Emergency Pump Positive Harness 1","1",""
"15","00012413","Emergency Pump Negative Harness 2","1",""
"16","00012412","Emergency Pump Negative Harness 1","1",""
"17","00010185","12V Battery Negative Harness","1",""
"18","00011312","Engine Negative Harness","1",""
"19","00011311","Start Motor Harness","1",""
"20","00012304","Ground Control Plane Harness","1",""
"21","00013558","Lower Boom Harness","1","BA44RT 
BA41RT"
"","00013557","Lower Boom Harness","1","BA36RT"
"22","00013323","Sensor Harness","1",""
"23","00010059","Main Boom Harness","1","BA44RT"
"","00012385","Main Boom Harness","1","BA41RT"
"","00012384","Main Boom Harness","1","BA36RT"
"24","00012279","Jib Harness 1","1",""
