"Item","Part Number","Description","Qty.","Remark"
"1","00000875","Bolt  GB/T 5783  M8 × 20","8",""
"2","93000015","Spring Washer Ф8.2","32",""
"3","50010442","Cover","1",""
"4","00000993","Bolt  GB/T 5783  M8 × 25","24",""
"5","00006251","Nut QC/T 885 M8","24",""
"6","50010354","Cover","1",""
"7","00000678","Bolt  GB/T 5783  M10 × 25","4",""
"8","93000016","Spring Washer Ф10.2","4",""
"9","50010446","Bracket","2",""
"10","50010355","Turntable","1",""
"11","50010352","Cover","1",""
"12","50010440","Cover","1",""
