"Item","Part Number","Description","Qty.","Remark"
"1","93000017","Spring Washer Ф12.4","2",""
"2","00001055","Bolt  GB/T 5783  M12 × 40","2",""
"3","93300919","Rubber Mounting","1",""
"4","93000296","Shim","1",""
"5","00000837","Screw  GB/T 70.3  M8×16","3",""
"6","93200362","Pin","1",""
"7","93305316","Spring Washer Ф16.4","1",""
"8","00001057","Bolt  GB/T 5783  M16 × 45","1",""
"9","00012881","8821-3026 Sleeve Bearing","2",""
"10","93200050","Turntable Hood (Left Front)","1",""
"11","00009813","Bolt  GB/T 14  M8×40","2",""
"12","00003607","Bolt  GB/T 5783  M8 × 50","2",""
"13","93300917","Space","1",""
"14","00001163","Nut  GB/T 6182  M8","6",""
"15","93000015","Spring Washer Ф8.2","6",""
"16","93300918","Plunger Pin","1",""
"17","00009807","Bolt  GB/T 14  M8×25","2",""
"18","93200360","Bracket","1",""
"19","93300916","Space","1",""
"20","93000848","Clamp","1",""
"21","00000605","Flat Washer  GB/T 97.1  5","1",""
"22","00001229","Screw  GB/T 70.2  M5×10","1",""
"23","93000849","Stay Bar","1",""
"24","00001249","Nut  GB/T 6182  M12","1",""
"25","00005736","Pin  GB/T 879.1  4 × 40","1",""
"26","93000014","Spring Washer Ф6.1","8",""
"27","00000745","Bolt  GB/T 5783  M6 × 12","4",""
"28","93300935","Hinge","2",""
"29","93000013","Spring Washer Ф5.1","2",""
