"Item","Part Number","Description","Qty.","Remark"
"1","00000993","Bolt  GB/T 5783  M8 × 25","2",""
"2","00000609","Spring Washer  GB/T 93  8","2",""
"3","00002000","Flat Washer  GB/T 96.1  8","2",""
"4","00005405","Proximity Switch","1",""
"5","50013114","Bracket","1",""
"6","50011815","Rubber Mounting","2",""
"7","00002050","Screw  GB/T 70  M10 × 40","2",""
"8","00000615","Flat Washer  GB/T 97.1  10","2",""
"9","00000860","Screw GB/T 70.3 M12×55","4",""
"10","93301049","Boom Pad","1",""
"11","00001249","Nut  GB/T 6182  M12","4",""
"12","93000017","Spring Washer Ф12.4","4",""
"13","50010350","Housing","1",""
"14","00000875","Bolt  GB/T 5783  M8 × 20","12",""
"15","93000015","Spring Washer Ф8.2","12",""
"16","50010345","Bracket","1","BA44RT 
BA41RT"
"","50011574","Bracket","1","BA36RT"
"17","00006642","Proximity Switch","1",""
"18","50010444","Housing","1",""
