"Item","Part Number","Description","Qty.","Remark"
"1","93000014","Spring Washer Ф6.1","6",""
"2","00000619","Bolt  GB/T 5783  M6 × 25","4",""
"3","93300717","Cover","2",""
"4","93300716","Pin","1",""
"5","00012881","8821-3026 Sleeve Bearing","2",""
"6","00003622","Bolt  GB/T 5782  M12 × 65","1",""
"7","93000017","Spring Washer Ф12.4","2",""
"8","93300812","Bracket","1",""
"9","00002746","Bolt  GB/T 5783  M16 × 30","2",""
"10","93305316","Spring Washer Ф16.4","3",""
"11","00009115","Bolt  GB/T 5783  M16 × 35","1",""
"12","93000015","Spring Washer Ф8.2","3",""
"13","00000875","Bolt  GB/T 5783  M8 × 20","3",""
"14","00002918","Contactor, Preheat","1",""
"15","00002029","Screw  GB/T 70  M6 × 12","2",""
"16","93000541","Bracket","1",""
"17","50010335","Engine Support","1",""
"18","93300811","Shim","5",""
"19","93300810","Sliding Block","1",""
"20","00002238","Screw  GB/T 70  M10 × 35","3",""
"21","00006440","Bolt  GB/T 14  M10×35","2",""
"22","93000098","U-Bolt","1",""
"23","00001999","Nut  GB/T 6170  M10","4",""
"24","93000016","Spring Washer Ф10.2","6",""
"25","93000099","Bracket","1",""
"26","00000623","Nut  GB/T 6182  M10","2",""
"27","00001249","Nut  GB/T 6182  M12","1",""
"28","93300919","Rubber Mounting","1",""
