"Item","Part Number","Description","Qty.","Remark"
"25","50011531","Hose Assembly, Tube","1","BA36RT"
"26","50010876","Hose Assembly, Tube","1","BA44RT 
BA41RT"
"","50011535","Hose Assembly, Tube","1","BA36RT"
"27","50011254","Hose Assembly","1","BA44RT"
"","50011794","Hose Assembly","1","BA41RT"
"","50011809","Hose Assembly","1","BA36RT"
"28","50011255","Hose Assembly","1","BA44RT"
"","50011795","Hose Assembly","1","BA41RT"
"","50011810","Hose Assembly","1","BA36RT"
"29","00001506","Fitting, Straight","5",""
"30","50011262","Hose Assembly","1",""
"31","00001507","Fitting, Straight","2",""
"32","50011263","Hose Assembly","1",""
"33","00009850","Fitting, Straight","2",""
"34","00001837","Fitting, 90°","1",""
"35","50011196","Hose Assembly","1",""
"36","00005846","Fitting, Straight","1",""
"37","50011135","Hose Assembly, Tube","1",""
"38","00001726","Fitting, Straight","1",""
"39","00001240","Fitting, Tee","1",""
"40","00005926","Fitting, Straight, Red","1",""
"41","50011193","Hose Assembly","1",""
"42","00001316","Fitting, Straight","1",""
"43","00001832","Fitting, 90°","1",""
"44","00012523","Fitting, Straight","1",""
"45","00001836","Fitting, 90°","1",""
"46","00012533","Check Valve","1",""
"47","00001512","Fitting, Straight","1",""
