"Item","Part Number","Description","Qty.","Remark"
"1","93000017","Spring Washer Ф12.4","18",""
"2","00006631","Screw  GB/T 70  M12 × 70","4",""
"3","00001055","Bolt  GB/T 5783  M12 × 40","10",""
"4","93000087","Support","2",""
"5","93000015","Spring Washer Ф8.2","16",""
"6","00001163","Nut  GB/T 6182  M8","8",""
"7","93000090","Rubber Mounting","4",""
"8","00000995","Bolt  GB/T 5783  M8 × 30","8",""
"9","00001249","Nut  GB/T 6182  M12","4",""
"10","90024289","Filter Cartridge","1",""
"11","93000088","Support","1",""
"12","92100487","Engine","1","EU  Ⅴ"
"","92101764","Engine","1","CHINA  Ⅳ"
"","92102232","Engine","1","CHINA  Ⅲ"
"13","90031505","V-Belt","1",""
"14","00008666","Adapter","1",""
"15","00008910","Screw","4",""
"16","00008667","Fan","1",""
"17","93000089","Support","1",""
