"Item","Part Number","Description","Qty.","Remark"
"1","93200043","Gear Pump Assembly","1",""
"2","00012964","Function Pump Assembly","1",""
"3","93200041","Drive Pump Assembly","1",""
"4","93000456","Protection","1",""
"5","93200114","Flange","1",""
"6","93305786","Spring Washer Ф10.2","20",""
"7","00001041","Bolt  GB/T 5783  M10 × 40","8",""
"8","00001059","Screw  GB/T 70  M10 × 30","12",""
"9","93300873","Washer","2",""
"10","00002904","Bolt  GB/T 5783  M14 × 40","2",""
"11","93000017","Spring Washer Ф12.4","2",""
"12","00002059","Bolt  GB/T 5783  M12 × 30","2",""
"13","93000016","Spring Washer Ф10.2","2",""
"14","00000683","Bolt  GB/T 5783  M10 × 30","2",""
