"Item","Part Number","Description","Qty.","Remark"
"28","92048402","Shim","2",""
"29","50011100","Bracket","1",""
"30","00002046","Bolt  GB/T 5783  M12 × 35","4",""
"31","00000815","Spring Washer  GB/T 93  12","6",""
"32","00000814","Flat Washer  GB/T 97.1  12","6",""
"33","50011124","Sliding Block","1",""
"34","00005102","Screw  GB/T 70  M12 × 45","2",""
"35","50011764","Guide plate","1",""
"36","50011115","Bracket","1",""
"37","00006123","Bolt  GB/T 5786  M12×1.25 × 35","2",""
"38","50011134","Shim","3",""
"39","50011133","Sliding Block","1",""
"40","92000169","Insert","2",""
"41","92009458","Plug","4",""
"42","00000684","Bolt  GB/T 5783  M10 × 35","4",""
"43","50011114","Sliding Block","1",""
"44","00002050","Screw  GB/T 70  M10 × 40","2",""
