"Item","Part Number","Description","Qty.","Remark"
"1","93000016","Spring Washer Ф10.2","14",""
"2","00000678","Bolt  GB/T 5783  M10 × 25","1",""
"3","00000219","8902-10060 Pin, Lock","1",""
"4","00000615","Flat Washer  GB/T 97.1  10","1",""
"5","93300668","Pin","1",""
"6","00000684","Bolt  GB/T 5783  M10 × 35","3",""
"7","93300669","Plate","1",""
"8","00000623","Nut  GB/T 6182  M10","6",""
"9","00012881","8821-3026 Sleeve Bearing","2",""
"10","00000683","Bolt  GB/T 5783  M10 × 30","4",""
"11","","Ground Control Box Assembly (Refer to 
7-4)","1",""
"12","00001057","Bolt  GB/T 5783  M16 × 45","1",""
"13","93305316","Spring Washer Ф16.4","1",""
"14","93200358","Bracket","1",""
"15","00006155","Power Distribution Module (Refer to 7-3)","1",""
"16","93000014","Spring Washer Ф6.1","4",""
"17","00000818","Bolt  GB/T 5783  M6 × 16","4",""
