"Item","Part Number","Description","Qty.","Remark"
"1","00010439","12V Battery Positive Harness","1",""
"2","00010466","12V Fuse Harness","1",""
"3","00010468","Fuse Box Power Harness","1",""
"4","00010467","12V Contactor Harness","1",""
"5","00010551","Emergency Pump Positive Harness","1",""
"6","00010552","Emergency Pump Negative Harness","1",""
"7","00010882","Lithium Battery Positive Harness","1","Lithium Battery"
"","00010433","48V Battery Positive Harness","1","Lead-acid 
Battery 
BA16CERT2 
BA18CERT2"
"","00012441","48V Battery Positive Harness","1","Lead-acid 
Battery 
BA20CERT2 
BA22CERT2"
"8","00010883","Lithium Battery Negative Harness","1","Lithium Battery"
"","00010434","48V Battery Negative Harness","1","Lead-acid 
Battery 
BA16CERT2 
BA18CERT2"
"","00012442","48V Battery Negative Harness","1","Lead-acid 
Battery 
BA20CERT2 
BA22CERT2"
"9","00010881","Lithium Battery Communication Harness","1","Lithium Battery"
"","00010637","Charger Protect Harness","1","Lead-acid 
Battery"
"10","00010437","Drive Controller Positive Harness","1",""
"11","00010438","Drive Controller Negative Harness","1",""
"12","00010435","Pump Controller Positive Harness","1",""
"13","00010436","Pump Controller Negative Harness","1",""
"14","00010553","Pump Motor Harness","1",""
"15","00010426","Chassis Harness","1",""
"16","00009736","Ground Control Plane Harness","1",""
"17","00009597","Tower Boom Harness","1","BA16CERT2"
