"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1022600168","Light","","","LP203P"
"2","1029904249","Socket outlet(2 inserts)","","","DT06-2S"
"3","1020700949","Plug bush(2 inserts)","","","DT04-2P"
"4","1029900396","ITT socket","","",""
"5","1020700955","Socket outlet(4 inserts)","","","DT06-4S"
"6","1020700953","Plug bush","","","DT04-4P"
"7","00772706200230081","Anti-extrusion harness","","",""
"8","1029906298","Limit switch","","","ZCD21+ZCE01+ZC
Y25+ZC DEP16"
"9","1020700959","Socket outlet","","","DT06-6S"
"10","1020700957","Plug bush(6 inserts) 0.75-2.0","","","DT04-6P"
"11","1020202285","Load cell","","","SLB625D"
"12","1029804242","Plug bush","","","DT04-3P"
"13","1029804239","Socket outlet","","","DT06-3S"
"14","1020521022","Foot switch","","","FS-5G-20-C(hole)"
"15","1021404015","Tilting angle sensor","","","MSS-530"
"16","02551706200110010","Platform cables","","",""
