"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"43","02555400100401020","Bolt","A","8","QC/T340-1999"
"44","1040301511","Washer","A","3","GB/T97.1-2002"
"45","02564400100401020","Axle","B","4",""
"46","00773400130401040","Block I","A","8",""
"47","1080000005","Oil cup","A","8","JB/T7940.1-1995"
"48","1040004646","Bolt","A","4","GB/T5783-2000"
"49","00773400100401030","Adjustable pad","A","2",""
"50","1040301515","Washer","A","7","GB/T97.1-2002"
"51","1040200503","Nut","A","4","GB/T889.1-2000"
"52","1040302490","Washer","B","4","GB/T97.1-2002"
"53","1040103112","Screw","A","7","GB/T70.1-2000"
"54","02555400100420000","Tray weldment","A","1",""
"55","1054600077","Kinpin bearing","A","8","GB/T5801-2006"
"56","02564400100401031","Spindle plate","A","4",""
"57","02564400100401010","Linkage","B","2",""
"58","1040001703","Bolt","B","2","GB/T5782-2000"
"59","00773400100401040","Block","A","1",""
"60","00773400130401060","Block III","C","2",""
"61","1040006458","Reinforcing half round head square
diameter bolt","A","1","GB/T794-1993"
"62","02555400100410000","TRansition seat","A","1",""
"63","1040201381","Nut","A","1","GB/T6170-2000"
"64","00771400100401081","Self-made bolt","B","1",""
"65","1040201111","Nut","A","1","GB/T889-1986"
