"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"29","1040101814","Screw","A","1","GB/T78-2000"
"30","1081401929","Guide ring","A","2","HGR195×200×
15S108-H3"
"31","1081002028","O-seal ring","A","1","GB/T3452.1-2005"
"32","1040301285","Check ring","A","2","PW1-B"
"33","1081006580","Piston seal","A","1","780-5003610"
"34","00771400600600001","Piston","A","1","00771400600600001
-C"
"35","00771200601001000","Cylinder body","A","1","00771200601001000
-C"
"36","00771200601002000","Piston rod","A","1","00771200601002000
-A"
"37","1040300223","Check ring","A","1","GB/T895.1-1986"
"38","1054400007","Composite bush","A","1","SF-1 10060"
"39","00771200601000003","Guide sleeve","A","1",""
"40","1081000601","O-seal ring","A","1","GB/T3452.1-1992"
"41","1040301119","Check ring","A","1","PW1-A"
"42","00771200601000004","Cover","A","1",""
"43","1040100466","Screw","A","1","GB/T78-2000"
"44","1081000660","O-seal ring","A","1","GB/T3452.1-1992"
"45","1081200442","O-seal ring","A","1","GB/T3452.1-2005"
"46","1081006032","HBTS","A","1","A16MR01000NHLX"
"47","1081010910","U ring","A","1","ZBR-100×115×11-
E6W"
"48","1081200918","FL dust ring","A","1","FL100110"
