"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"7","1040201089","Nut","A","41","GB/T6170-2000"
"8","1040302480","Washer","B","85","GB/T96.1-2002"
"9","1040004519","Bolt","A","21","GB/T5783-2000"
"17","1040301510","Washer","A","20","GB/T93-1987"
"18","1040004520","Bolt","A","20","GB/T5783-2000"
"19","00771401141000001","Hinge","B","4",""
"23","00771401110001030","Pressing plate","B","4",""
"24","1040302513","Washer","A","8","GB/T96.1-2002"
"25","1040301505","Washer","A","8","GB/T93-1987"
"26","1040201382","Nut","A","8","GB/T6170-2000"
"27","1110100476","Gas spring","A","6","342304"
"38","02551501120400001","Left hood bracket","B","2",""
"39","02551501110001063","Left seal plate I","D","1",""
"40","02551501110001073","Left seal plate II","A","1",""
